"CÓD. 
DEP.";DEPARTAMENTO;CÓD. MUN.;MUNICIPIO;"GRUPO 
DE CULTIVO";"SUBGRUPO 
DE CULTIVO";CULTIVO;DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO;AÑO;PERIODO;"Área Sembrada
(ha)";"Área Cosechada
(ha)";"Producción
(t)";"Rendimiento
(t/ha)";ESTADO FISICO PRODUCCION;"NOMBRE 
CIENTIFICO";CICLO DE CULTIVO
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2007;2007;3400;2600;31200;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13654;SAN JACINTO;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2007;2007;660;600;10800;18;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13006;ACHI;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2007;2007;80;80;800;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13074;BARRANCO DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2007;2007;18;18;180;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13268;EL PEÑON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2007;2007;10;10;100;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2008;2008;3500;2700;32400;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13654;SAN JACINTO;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2008;2008;700;600;10800;18;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13006;ACHI;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2008;2008;80;80;720;9;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13268;EL PEÑON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2008;2008;60;60;900;15;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13074;BARRANCO DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2008;2008;18;18;198;11;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13667;SAN MARTIN DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2008;2008;15;15;150;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13673;SANTA CATALINA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2008;2008;5;2;12;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2009;2009;3310;3300;33000;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13654;SAN JACINTO;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2009;2009;500;420;5040;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13006;ACHI;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2009;2009;80;80;800;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13268;EL PEÑON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2009;2009;60;60;900;15;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13074;BARRANCO DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2009;2009;18;18;180;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13667;SAN MARTIN DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2009;2009;10;10;60;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13673;SANTA CATALINA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2009;2009;5;2;12;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2010;2010;3310;3260;32600;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13654;SAN JACINTO;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2010;2010;500;100;1400;14;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13006;ACHI;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2010;2010;80;80;480;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13268;EL PEÑON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2010;2010;60;60;600;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13074;BARRANCO DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2010;2010;18;18;144;8;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13667;SAN MARTIN DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2010;2010;10;10;50;5;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13673;SANTA CATALINA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2010;2010;5;5;30;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2011;2011;3310;3260;32600;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13654;SAN JACINTO;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2011;2011;500;100;1400;14;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13006;ACHI;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2011;2011;80;80;560;7;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13268;EL PEÑON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2011;2011;60;20;120;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13074;BARRANCO DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2011;2011;18;18;180;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13667;SAN MARTIN DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2011;2011;10;10;100;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13673;SANTA CATALINA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2011;2011;5;5;30;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2012;2012;2800;2560;25600;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13654;SAN JACINTO;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2012;2012;670;640;7120;1113;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13688;SANTA ROSA DEL SUR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2012;2012;115;20;80;4;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13006;ACHI;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2012;2012;80;80;800;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13268;EL PEÑON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2012;2012;60;60;780;13;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13667;SAN MARTIN DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2012;2012;20;20;160;8;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13074;BARRANCO DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2012;2012;18;18;216;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13673;SANTA CATALINA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2012;2012;8;8;48;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2013;2013;3020;2040;20400;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13654;SAN JACINTO;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2013;2013;640;640;7680;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13688;SANTA ROSA DEL SUR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2013;2013;120;20;100;5;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13006;ACHI;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2013;2013;80;80;880;11;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13268;EL PEÑON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2013;2013;60;60;720;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13667;SAN MARTIN DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2013;2013;20;20;240;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13074;BARRANCO DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2013;2013;19;18;180;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13673;SANTA CATALINA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2013;2013;8;8;48;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2014;2014;2788;2200;22000;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13654;SAN JACINTO;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2014;2014;580;580;6670;115;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13688;SANTA ROSA DEL SUR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2014;2014;120;40;200;5;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13006;ACHI;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2014;2014;80;80;880;11;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13268;EL PEÑON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2014;2014;61;60;720;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13667;SAN MARTIN DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2014;2014;20;20;140;7;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13074;BARRANCO DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2014;2014;18;18;180;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13673;SANTA CATALINA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2014;2014;3;3;18;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2015;2015;2788;2388;19104;8;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13654;SAN JACINTO;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2015;2015;470;330;2970;9;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13688;SANTA ROSA DEL SUR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2015;2015;123;43;215;5;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13006;ACHI;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2015;2015;80;80;800;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13268;EL PEÑON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2015;2015;61;60;720;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13667;SAN MARTIN DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2015;2015;20;20;140;7;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13074;BARRANCO DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2015;2015;18;18;180;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13673;SANTA CATALINA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2015;2015;1;1;6;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2016;2016;1880;1650;14850;9;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13654;SAN JACINTO;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2016;2016;510;300;4500;15;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13688;SANTA ROSA DEL SUR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2016;2016;123;43;344;8;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13006;ACHI;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2016;2016;80;80;960;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13667;SAN MARTIN DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2016;2016;30;20;140;7;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13074;BARRANCO DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2016;2016;15;10;100;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13268;EL PEÑON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2016;2016;9;8;96;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13673;SANTA CATALINA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2016;2016;5;1;6;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
8;ATLANTICO;8606;REPELON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2017;2017;32;5;55;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2017;2017;2140;1690;16900;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13654;SAN JACINTO;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2017;2017;530;430;6450;15;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13688;SANTA ROSA DEL SUR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2017;2017;123;123;1230;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13006;ACHI;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2017;2017;80;80;1200;15;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13667;SAN MARTIN DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2017;2017;70;70;700;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13074;BARRANCO DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2017;2017;15;15;150;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13268;EL PEÑON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2017;2017;9;9;108;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13673;SANTA CATALINA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2017;2017;5;1;6;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
8;ATLANTICO;8606;REPELON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2018;2018;43;5;55;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13244;EL CARMEN DE BOLIVAR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2018;2018;2140;1880;18800;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13654;SAN JACINTO;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2018;2018;530;350;5250;15;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13688;SANTA ROSA DEL SUR;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2018;2018;123;123;1230;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13667;SAN MARTIN DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2018;2018;90;70;700;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13006;ACHI;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2018;2018;80;80;1200;15;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13074;BARRANCO DE LOBA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2018;2018;15;15;150;10;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13268;EL PEÑON;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2018;2018;9;9;108;12;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
13;BOLIVAR;13673;SANTA CATALINA;FRUTALES;AGUACATE;AGUACATE;AGUACATE;2018;2018;5;1;6;6;FRUTO FRESCO;PERSEA AMERICANA MILL.;PERMANENTE
8;ATLANTICO;8078;BARANOA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2006;2006B;70;64;512;8;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8770;SUAN;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2006;2006B;50;30;180;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2006;2006B;30;25;200;8;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8137;CAMPO DE LA CRUZ;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2006;2006B;15;12;240;20;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8849;USIACURI;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2006;2006B;15;12;72;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2006;2006B;10;7;28;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8421;LURUACO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2006;2006B;10;10;140;14;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2006;2006B;4;3;8;25;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2006;2006B;2;2;8;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13300;HATILLO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2006;2006B;80;50;300;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2006;2006B;80;10;60;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2006;2006B;35;5;30;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8078;BARANOA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007A;65;60;360;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8770;SUAN;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007A;40;36;252;7;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8137;CAMPO DE LA CRUZ;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007A;20;16;320;20;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8421;LURUACO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007A;10;10;140;14;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8849;USIACURI;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007A;6;6;4;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007A;3;3;9;35;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007A;2;2;8;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13300;HATILLO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007A;120;50;500;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007A;120;25;100;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007A;25;20;300;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007B;50;40;120;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007B;15;12;240;20;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8421;LURUACO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007B;10;7;35;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007B;10;7;18;25;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007B;8;3;2;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007B;3;3;10;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007B;120;16;48;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007B;100;40;248;62;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13300;HATILLO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007B;80;20;100;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007B;35;25;125;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13667;SAN MARTIN DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2007;2007B;20;8;32;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;20;20;60;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;17;12;36;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;14;10;6;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8549;PIOJO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;10;10;4;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;10;7;140;20;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8421;LURUACO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;8;6;24;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;2;2;8;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;160;160;2400;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13300;HATILLO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;158;158;1896;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
